Artist,Release Title,Year,ID,Format,Resource URL,Stats,Thumb
Roberto Torres,El Castigador,1995,6555859,"C, D, ,,  , A, l, b, u, m, ,,  , R, E",https://api.discogs.com/releases/6555859,"{'community': {'in_wantlist': 10, 'in_collection': 12}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/SYFcETWemtZHYJe8JmyeVcsmiJDfhJpuYkxd5kdVQ0E/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY1NTU4/NTktMTU4MDc1MTY4/OC0zNTc5LmpwZWc.jpeg
Camilo Sesto,Amor Libre,1995,23181269,"C, D, ,,  , A, l, b, u, m, ,,  , R, E",https://api.discogs.com/releases/23181269,"{'community': {'in_wantlist': 5, 'in_collection': 4}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/sPe4gt7XRVcKRv7k3qdDWiF8QmESzC2emkDrFeLbJUs/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzMTgx/MjY5LTE2NTIyMDg3/NDYtMzEwNC5qcGVn.jpeg
Various,Latin Disco - Salsa's Greatest Hits Vol. 1,1995,14967238,"C, D, ,,  , C, o, m, p",https://api.discogs.com/releases/14967238,"{'community': {'in_wantlist': 1, 'in_collection': 3}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/fKY2-xJGwxDoZnqe4o4FbAORK8zKKt5c-z0Z4VezHuw/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0OTY3/MjM4LTE1ODQ4NTY4/NjctNDE4Ny5qcGVn.jpeg
Various,Latin Disco: Salsa's Greatest Hits Vol. II,1995,31563400,"C, D, ,,  , C, o, m, p, ,,  , R, M",https://api.discogs.com/releases/31563400,"{'community': {'in_wantlist': 1, 'in_collection': 0}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/QZm_ENLEMnp3dNXBcYpwoSYSNtC-t1upk4lsen7qSz4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMxNTYz/NDAwLTE3MjQ1MTI4/MTMtMjk3Ni5qcGVn.jpeg
Various,Latin Disco  Salsa's Greatest Hits Vol. II,1995,24452732,"C, a, s, s, ,,  , C, o, m, p",https://api.discogs.com/releases/24452732,"{'community': {'in_wantlist': 2, 'in_collection': 0}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/Igm9cX5uCFOwykQR4eC5pcN97kDYvhCc8pOpk_2kuWM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0NDUy/NzMyLTE2NjI2NTM0/MTQtMjY2Ny5qcGVn.jpeg
Grupo Folklorico Y Experimental Nuevayorquino,Lo Dice Todo,1998,12191886,"C, D, ,,  , A, l, b, u, m, ,,  , R, E",https://api.discogs.com/releases/12191886,"{'community': {'in_wantlist': 29, 'in_collection': 23}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/9JzCMcEQxI8XWlRAibsRHW89nYoPe7rHIzsOeI4wNz8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyMTkx/ODg2LTE1MzAxNDA4/MjctOTExOS5qcGVn.jpeg
Cachao,Cachao y su Descarga,2005,17734192,"C, D",https://api.discogs.com/releases/17734192,"{'community': {'in_wantlist': 3, 'in_collection': 3}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/-PPfc7IZ9TpsffVEyjMiTxqMeGoDSVlgGibgcLpFkBs/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE3NzM0/MTkyLTE2NDE4Nzg0/MTMtNDY3Ny5qcGVn.jpeg
Libre,Con Salsa Con Ritmo Vol. 1,1998,9364159,"C, D, ,,  , A, l, b, u, m, ,,  , R, E",https://api.discogs.com/releases/9364159,"{'community': {'in_wantlist': 23, 'in_collection': 22}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/GamtdxCh01dpgNBI6zFV15h8CTPu7uDvonwsCrz-wBE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTkzNjQx/NTktMTQ3OTI5NTc3/NS0yNTQyLmpwZWc.jpeg
"Alfredo ""Chocolate"" Armenteros",Caliente,1998,13613993,"C, D, ,,  , A, l, b, u, m, ,,  , R, E, ,,  , R, M",https://api.discogs.com/releases/13613993,"{'community': {'in_wantlist': 9, 'in_collection': 5}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/iXL6nqli-64lbkObhZ3LeNsH_GkNpZ1ykekTDOlcCUQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEzNjEz/OTkzLTE1ODg0MzIx/MzctODc0NS5qcGVn.jpeg
William Millan Y SAOCO,Papa Montero,1999,8808798,"C, D, ,,  , A, l, b, u, m, ,,  , R, E, ,,  , R, M",https://api.discogs.com/releases/8808798,"{'community': {'in_wantlist': 9, 'in_collection': 10}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/orI0QYuOAjEWY4C1xmaWeJH6D1mIPYOsX5Z5ZJGN9V4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg4MDg3/OTgtMTQ2OTIxMzQz/Mi03Mjc0LmpwZWc.jpeg
Roberto Torres,Lo Mejor Del Caminante,1999,6559374,"C, D, ,,  , C, o, m, p, ,,  , R, E",https://api.discogs.com/releases/6559374,"{'community': {'in_wantlist': 3, 'in_collection': 7}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/PS1wpltD8Dhg-_Xk2cPL52FRW0k7dPCdUi7sx8fD_ko/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY1NTkz/NzQtMTQyMTk5NTI3/OC03MjQ3LmpwZWc.jpeg
Yoyito Cabrera Y Su Super Combo Managua,Exitos 15 Hits,1999,12818858,"C, D, ,,  , C, o, m, p",https://api.discogs.com/releases/12818858,"{'community': {'in_wantlist': 3, 'in_collection': 1}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/6q5XQbuTy317f-Ba49ObPtSkvD1pAReGd_vFHLYWTEE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyODE4/ODU4LTE1NDI1NTYw/MDUtNjcwMi5qcGVn.jpeg
Chocolate Y Su Orquesta,Chocolate... En El Rincón,1999,12909271,"C, D, ,,  , A, l, b, u, m, ,,  , R, M",https://api.discogs.com/releases/12909271,"{'community': {'in_wantlist': 12, 'in_collection': 8}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/k8UAw1Wf6LtO_RDKpT6eI2toYffPIjDliPhlu7wrg2A/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyOTA5/MjcxLTE1NDQzOTc5/MDYtMzQ3MS5qcGVn.jpeg
Roberto Torres Y Chocolate*,Juntos,1997,23114387,"C, D, ,,  , A, l, b, u, m, ,,  , R, M",https://api.discogs.com/releases/23114387,"{'community': {'in_wantlist': 2, 'in_collection': 4}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/3zi-0GDS57cQQ2V76FUgZDBz4JjttA6d6PlydGRoaX8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzMTE0/Mzg3LTE2NTE3MDE4/MzYtNTk0Ni5qcGVn.jpeg
First Choice / Ripple,Dr. Love / The Beat Goes On,1997,33866,"1, 2, "", ,,  , R, E",https://api.discogs.com/releases/33866,"{'community': {'in_wantlist': 74, 'in_collection': 156}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/MqAlHChkHvZOyt1R9sydYdZ6XG_sSmFEVzckYk6X3-o/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMzODY2/LTAwMS5qcGc.jpeg
First Choice / Ripple,Dr. Love / The Beat Goes On,1997,20774992,"1, 2, "", ,,  , R, E, ,,  , W, /, L, b, l, ,,  , S, t, i",https://api.discogs.com/releases/20774992,"{'community': {'in_wantlist': 8, 'in_collection': 2}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/ILkSej-oj2PB0G-KtYvJWxet9WapNhLirI1Yx-cQuTw/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIwNzc0/OTkyLTE2MzU1MjU5/MzctMjI0OS5qcGVn.jpeg
Double Exposure / First Choice,Ten Percent / Let No Man Put Asunder,1997,210475,"1, 2, """,https://api.discogs.com/releases/210475,"{'community': {'in_wantlist': 81, 'in_collection': 190}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/XKYymdfouwaL3ANXwRi_qrb4aQ6ipMv6ZnNOqwptuu8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIxMDQ3/NS0xMjUxODY5OTI3/LmpwZWc.jpeg
Double Exposure / First Choice,Ten Percent / Let No Man Put Asunder,1997,20775019,"1, 2, "", ,,  , W, /, L, b, l, ,,  , S, t, i",https://api.discogs.com/releases/20775019,"{'community': {'in_wantlist': 3, 'in_collection': 3}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/C0LWac04CLIX6xEHQYaUjxLJyRILosgVNtgblo5i8fM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIwNzc1/MDE5LTE2MzU1MjU5/MTItMTA5OC5qcGVn.jpeg
Instant Funk / Inner Life,I Got My Mind Made Up / Moment Of My Life,1997,178635,"1, 2, """,https://api.discogs.com/releases/178635,"{'community': {'in_wantlist': 87, 'in_collection': 160}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/GUz0xhvpqLfbVgms4G69tFs-Dx2L3-Nrf53bQ89kMzM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE3ODYz/NS0xMTU3MTgwNjU3/LmpwZWc.jpeg
Instant Funk / Inner Life,I Got My Mind Made Up / Moment Of My Life,1997,18367699,"1, 2, "", ,,  , T, P",https://api.discogs.com/releases/18367699,"{'community': {'in_wantlist': 6, 'in_collection': 2}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",
Loleatta Holloway / The Salsoul Orchestra,Hit And Run / Magic Bird Of Fire,1997,677258,"1, 2, """,https://api.discogs.com/releases/677258,"{'community': {'in_wantlist': 42, 'in_collection': 152}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/Th74nXW8AQ15R3sgwgnMbXufRmtyNtTY4MvVAqHqe_g/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY3NzI1/OC0xMTY4MjU3NDIz/LmpwZWc.jpeg
Loleatta Holloway / The Salsoul Orchestra,Hit And Run / Magic Bird Of Fire,1997,18367756,"1, 2, "", ,,  , T, P",https://api.discogs.com/releases/18367756,"{'community': {'in_wantlist': 2, 'in_collection': 1}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",
Inner Life / Love Committee,Ain't No Mountain High Enough / Just As Long As I Got You,1997,370326,"1, 2, """,https://api.discogs.com/releases/370326,"{'community': {'in_wantlist': 181, 'in_collection': 223}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/ICRa_UQz2gqPhBpK-HbZF8UB54K7VkYpxmmq5AC_5T4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM3MDMy/Ni0xMjAxODIxMjEz/LmpwZWc.jpeg
Inner Life / Love Committee,Ain't No Mountain High Enough / Just As Long As I Got You,1997,18367717,"1, 2, "", ,,  , T, P",https://api.discogs.com/releases/18367717,"{'community': {'in_wantlist': 16, 'in_collection': 2}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",
Double Exposure / The Salsoul Orchestra,My Love Is Free / Ooh I Love It (Love Break),1997,858529,"1, 2, """,https://api.discogs.com/releases/858529,"{'community': {'in_wantlist': 129, 'in_collection': 145}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/J_7yE94ib550VDbze7zwYOX4AG82kOtlYFI0hInKeuQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg1ODUy/OS0xMjAxODIxMTMx/LmpwZWc.jpeg
Double Exposure / The Salsoul Orchestra,My Love Is Free / Ooh I Love It (Love Break),1997,20775031,"1, 2, "", ,,  , T, P",https://api.discogs.com/releases/20775031,"{'community': {'in_wantlist': 12, 'in_collection': 1}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/Mox-pdfnjz8exbdo__w7Il9P58Rh79HHMPezAC2NqBM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIwNzc1/MDMxLTE2MzU1MjU4/NzQtNzY2My5qcGVn.jpeg
First Choice / Skyy,Double Cross / Let's Celebrate,1997,694167,"1, 2, """,https://api.discogs.com/releases/694167,"{'community': {'in_wantlist': 31, 'in_collection': 79}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/84aLsniUYVAr8mObtHah6rneGoTOlGQNMEVJ4ZnvTQw/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY5NDE2/Ny0xMzExMTgxMTAz/LmpwZWc.jpeg
First Choice / Skyy,Double Cross / Let's Celebrate,1997,18367726,"1, 2, "", ,,  , T, P",https://api.discogs.com/releases/18367726,"{'community': {'in_wantlist': 2, 'in_collection': 3}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",
Loleatta Holloway / First Choice,Love Sensation  /  Love & Happiness,1997,571218,"1, 2, """,https://api.discogs.com/releases/571218,"{'community': {'in_wantlist': 161, 'in_collection': 225}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/3eqO4trIF7ee-Oq-7RUcuqv4setGRwfVHQOeqXhOjfY/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU3MTIx/OC0xMjIzMDQ0OTIy/LmpwZWc.jpeg
Loleatta Holloway / First Choice,Love Sensation  /  Love & Happiness,1997,18367741,"1, 2, "", ,,  , T, P",https://api.discogs.com/releases/18367741,"{'community': {'in_wantlist': 20, 'in_collection': 1}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",
First Choice / Instant Funk,Love Thang / No Stoppin' That Rockin',1997,645372,"1, 2, """,https://api.discogs.com/releases/645372,"{'community': {'in_wantlist': 46, 'in_collection': 140}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/ztkRlNkFpSetjPxiBD9icQuiY0wpkjdCVzCIZMGXtdc/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY0NTM3/Mi0xMTkzMzU1OTkw/LmpwZWc.jpeg
First Choice / Instant Funk,Love Thang / No Stoppin' That Rockin',1997,20774980,"1, 2, "", ,,  , W, /, L, b, l",https://api.discogs.com/releases/20774980,"{'community': {'in_wantlist': 4, 'in_collection': 1}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/ODHRUlPAuWkcwAgYCdalUFSvi6wc2OD3YkSBj5iEe7Y/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIwNzc0/OTgwLTE2MzU1MjU5/NjItODQyOS5qcGVn.jpeg
Anthony White & The Salsoul All Stars / Surface,Block Party / Falling In Love,1997,514939,"1, 2, """,https://api.discogs.com/releases/514939,"{'community': {'in_wantlist': 130, 'in_collection': 107}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/3l_zuSAOt0Dky-11WcAiCrZOQa_lYfkGZN3hHrBgHuk/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUxNDkz/OS0xMTcxMjE3MDM2/LmpwZWc.jpeg
Anthony White & The Salsoul All Stars / Surface,Block Party / Falling In Love,1997,18367687,"1, 2, "", ,,  , W, /, L, b, l",https://api.discogs.com/releases/18367687,"{'community': {'in_wantlist': 16, 'in_collection': 3}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/bfz8OTIIOFAe8MBPSbwGJjmtYts_ZMkMbZHLEF1IIpA/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE4MzY3/Njg3LTE2OTM3MDU5/OTYtMjM1OC5qcGVn.jpeg
The Salsoul Orchestra / Gaz,Runaway / Sing Sing,1997,351028,"1, 2, """,https://api.discogs.com/releases/351028,"{'community': {'in_wantlist': 100, 'in_collection': 172}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/wBau1NiBrW6FfSQ9eOGIICIJLoM-Mm6p8PFKueOhjbU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM1MTAy/OC0xNjg1NDg1NTUz/LTE5NzYuanBlZw.jpeg
Instant Funk,I Got My Mind Made Up,1998,407271,"1, 2, "", ,,  , S, i, n, g, l, e",https://api.discogs.com/releases/407271,"{'community': {'in_wantlist': 268, 'in_collection': 102}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/VqeM-71iJAqnCT0RQyQRwLOXosGIKGmwTfXCAuK21_M/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQwNzI3/MS0xMjIzNTcwMDQ2/LmpwZWc.jpeg
Candido,Jingo,1999,518283,"1, 2, """,https://api.discogs.com/releases/518283,"{'community': {'in_wantlist': 226, 'in_collection': 112}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/-FtvyUttzzlinXdN2vB98huSDSq5jzZMyvW_dRaA2Xg/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUxODI4/My0xMTI2NzA1OTAw/LmpwZWc.jpeg
Candido,Jingo,1999,6657650,"1, 2, "", ,,  , P, r, o, m, o, ,,  , W, /, L, b, l",https://api.discogs.com/releases/6657650,"{'community': {'in_wantlist': 163, 'in_collection': 31}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/CF1B4rxwBTAEEyandepdYmsStjRR0Yqd31k2ATID7aY/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY2NTc2/NTAtMTcxODM5NjQ1/NS0zMTY5LmpwZWc.jpeg
Candido,Jingo,1999,582861,"C, D, ,,  , M, a, x, i",https://api.discogs.com/releases/582861,"{'community': {'in_wantlist': 156, 'in_collection': 22}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/fxpaAZH-iMo8seMgzWJuH6nIrxSepLeUrAAZvaJLahA/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU4Mjg2/MS0xNjU1Nzg2Njcy/LTk0ODEuanBlZw.jpeg
Candido,Jingo,1999,518283,"1, 2, """,https://api.discogs.com/releases/518283,"{'community': {'in_wantlist': 226, 'in_collection': 112}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/-FtvyUttzzlinXdN2vB98huSDSq5jzZMyvW_dRaA2Xg/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUxODI4/My0xMTI2NzA1OTAw/LmpwZWc.jpeg
First Choice Featuring Rochelle Fleming,Dr. Love,1999,372238,"1, 2, """,https://api.discogs.com/releases/372238,"{'community': {'in_wantlist': 157, 'in_collection': 45}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/s18s5uEammTNBm6YRJhLDLRzjBcUB125ZbTAMjO0nZI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM3MjIz/OC0xMTU3NDYzNDE3/LmpwZWc.jpeg
First Choice Featuring Rochelle Fleming,Dr. Love,1999,3569476,"1, 2, "", ,,  , W, /, L, b, l",https://api.discogs.com/releases/3569476,"{'community': {'in_wantlist': 105, 'in_collection': 18}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/ShiAmVPMC5nkSxyDC23_xLsR72z5x52mvIQxjftVAx0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM1Njk0/NzYtMTQyNzU4ODgw/Mi03OTY2LmpwZWc.jpeg
Smokin Beats / First Choice Featuring Rochelle Fleming,Dr. Love,1999,2254616,"C, D, ,,  , M, a, x, i",https://api.discogs.com/releases/2254616,"{'community': {'in_wantlist': 84, 'in_collection': 28}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/1FnL5HdLg6FX_bXpQROPHkX1PlhaUSw7Zh6zuTXFzGI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIyNTQ2/MTYtMTM5MzUzNDU5/MC01ODcyLmpwZWc.jpeg
Smokin Beats,Dr. Love,1999,3200590,"1, 2, """,https://api.discogs.com/releases/3200590,"{'community': {'in_wantlist': 61, 'in_collection': 40}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/W8Yr8cP0fIIShWoa3KpTJzodufmkI-HqmAD3nL2S2Os/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMyMDA1/OTAtMTMyMDIxMzU5/OS5qcGVn.jpeg
Smokin Beats,Dr. Love,1999,5463033,"1, 2, "", ,,  , P, r, o, m, o, ,,  , W, /, L, b, l",https://api.discogs.com/releases/5463033,"{'community': {'in_wantlist': 30, 'in_collection': 9}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",
Loleatta Halloway*,Chocolate Sensation / Ride On Time,2000,1338378,"2, x, 1, 2, "", ,,  , P, r, o, m, o, ,,  , W, /, L, b, l",https://api.discogs.com/releases/1338378,"{'community': {'in_wantlist': 23, 'in_collection': 26}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",
Loleatta Holloway,Chocolate Sensation / Ride On Time,2000,197429,"C, D, ,,  , M, a, x, i",https://api.discogs.com/releases/197429,"{'community': {'in_wantlist': 29, 'in_collection': 65}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/kRw2Nb4zAvVgJf6Nmq5CCuiiFmaNTTW7z1VrOZlreB4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE5NzQy/OS0xMjA2NTc5NzYy/LmpwZWc.jpeg
Loleatta Holloway,Chocolate Sensation / Ride On Time,2000,4929096,"2, x, 1, 2, """,https://api.discogs.com/releases/4929096,"{'community': {'in_wantlist': 52, 'in_collection': 111}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/Fur-j6EK0O8EnrDJ-JQp6TuR7fpyWRU77AkxV-62bMw/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ5Mjkw/OTYtMTM4NzUzNDk2/NS0zNDI1LmpwZWc.jpeg
Instant Funk,I Got My Mind Made Up,1998,3543980,"C, D, ,,  , M, a, x, i",https://api.discogs.com/releases/3543980,"{'community': {'in_wantlist': 114, 'in_collection': 6}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/oJuTSRjqtXy0habnEBKk-rx3BczbjXafRrUvRRSxcyU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM1NDM5/ODAtMTMzNDYzODQy/OC5qcGVn.jpeg
First Choice,Greatest Hits,1992,1427636,"2, x, C, D, ,,  , C, o, m, p",https://api.discogs.com/releases/1427636,"{'community': {'in_wantlist': 19, 'in_collection': 35}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/usieUdJziSLs3--3Fo83qBYRgVwfy1fXGO7pKkZiyao/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0Mjc2/MzYtMTI5NzA3NzYw/Ni5qcGVn.jpeg
First Choice,Greatest Hits,1992,11347067,"4, x, C, a, s, s, ,,  , C, o, m, p",https://api.discogs.com/releases/11347067,"{'community': {'in_wantlist': 5, 'in_collection': 0}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",
The Salsoul Orchestra,Christmas Jollies,1993,5058245,"C, D, ,,  , A, l, b, u, m, ,,  , R, E, ,,  , R, M",https://api.discogs.com/releases/5058245,"{'community': {'in_wantlist': 39, 'in_collection': 59}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/9f0XPccknTD9jtGLD7P0C-IkLgbFqCbdAcyOAtYm0cc/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUwNTgy/NDUtMTM4MzM2OTIz/NS0xNDU1LmpwZWc.jpeg
The Salsoul Orchestra,Christmas Jollies,1992,19450873,"C, a, s, s, ,,  , A, l, b, u, m, ,,  , R, E, ,,  , R, M",https://api.discogs.com/releases/19450873,"{'community': {'in_wantlist': 11, 'in_collection': 1}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/e5KP7V0YYSWQ3kDhYcZc5VRXkPe-ZcI_YnGjQ66vJq4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE5NDUw/ODczLTE2MjYwNDU2/NTktNTk2My5qcGVn.jpeg
